idfield;cropseason;village;soil;area;tillagesystem;CAyear;sowdate;x24d;glypho;manure;urea;npk;nitrogen;rainsow;rainflow;raincycle;rainyear;yield
F2008090025;Y08_09;Antsahamamy;lowland;1.1;till;Y0;2008-12-03;N;N;0.0;0.0;0.0;0.0;31.7;135.5;773.4;1142.3;1363.6
F2008090026;Y08_09;Antsahamamy;lowland;0.2;till;Y0;2008-12-27;N;N;0.0;0.0;0.0;0.0;92.1;109.9;841.2;1142.3;2400.0
F2008090027;Y08_09;Antsahamamy;lowland;0.2;till;Y0;2008-12-20;N;N;0.0;0.0;0.0;0.0;96.1;3.1;933.3;1142.3;1050.0
F2008090028;Y08_09;Antsahamamy;lowland;0.5;till;Y0;2008-12-20;N;N;0.0;0.0;0.0;0.0;96.1;3.1;933.3;1142.3;2180.8
F2008090029;Y08_09;Antsahamamy;lowland;0.2;till;Y0;2008-12-03;N;N;0.0;0.0;0.0;0.0;31.7;135.5;773.4;1142.3;2053.3
F2008090030;Y08_09;Antsahamamy;lowland;0.1;till;Y0;2008-12-15;N;N;0.0;0.0;0.0;0.0;10.0;41.3;921.2;1142.3;1708.3
F2008090031;Y08_09;Antsahamamy;lowland;0.1;till;Y0;2008-11-14;N;N;0.0;0.0;0.0;0.0;43.7;130.6;678.0;1142.3;2566.7
F2008090032;Y08_09;Antsahamamy;lowland;0.2;till;Y0;2008-11-24;N;N;690.0;0.0;0.0;0.0;31.3;107.2;709.6;1142.3;1120.0
F2008090033;Y08_09;Antsahamamy;lowland;0.3;till;Y0;2008-11-17;N;N;1330.0;0.0;0.0;0.0;44.6;32.7;675.5;1142.3;1824.1
F2008090034;Y08_09;Antsahamamy;lowland;0.3;till;Y0;2008-11-17;N;N;1150.0;0.0;0.0;0.0;44.6;32.7;675.5;1142.3;1750.0
F2008090035;Y08_09;Antsahamamy;lowland;0.1;till;Y0;2008-11-28;N;N;300.0;0.0;0.0;0.0;30.6;106.8;728.2;1142.3;1527.3
F2008090036;Y08_09;Antsahamamy;lowland;0.2;till;Y0;2008-11-29;N;N;0.0;0.0;0.0;0.0;30.6;106.8;717.2;1142.3;1808.3
F2008090037;Y08_09;Antsahamamy;lowland;0.2;till;Y0;2008-12-11;N;N;0.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;2100.0
F2008090038;Y08_09;Antsahamamy;lowland;0.2;till;Y0;2008-11-21;N;N;460.0;0.0;0.0;0.0;33.8;61.0;706.5;1142.3;2800.0
F2008090039;Y08_09;Antsahamamy;lowland;0.3;till;Y0;2008-11-25;N;N;920.0;0.0;0.0;0.0;50.0;107.2;709.6;1142.3;1633.3
F2008090040;Y08_09;Antsahamamy;lowland;0.3;till;Y0;2008-12-18;N;N;0.0;0.0;0.0;0.0;13.1;3.1;933.3;1142.3;1020.7
F2008090041;Y08_09;Antsahamamy;lowland;0.1;till;Y0;2008-12-14;N;N;230.0;0.0;0.0;0.0;6.0;41.3;925.2;1142.3;1400.0
F2008090042;Y08_09;Antsahamamy;lowland;0.4;till;Y0;2008-11-25;N;N;920.0;0.0;0.0;0.0;50.0;107.2;709.6;1142.3;2135.0
F2008090043;Y08_09;Antsahamamy;lowland;0.3;till;Y0;2008-11-27;N;N;0.0;0.0;0.0;0.0;33.3;107.2;719.1;1142.3;1309.7
F2008090044;Y08_09;Antsahamamy;lowland;0.3;till;Y0;2008-11-27;N;N;0.0;0.0;0.0;0.0;33.3;107.2;719.1;1142.3;2000.0
F2008090045;Y08_09;Antsahamamy;lowland;0.2;till;Y0;2008-11-27;N;N;690.0;0.0;0.0;0.0;33.3;107.2;719.1;1142.3;2333.3
F2008090046;Y08_09;Antsahamamy;lowland;0.4;till;Y0;2008-11-30;N;N;1500.0;0.0;0.0;0.0;29.7;106.8;717.2;1142.3;1714.3
F2008090047;Y08_09;Antsahamamy;lowland;0.2;till;Y0;2008-12-10;N;N;0.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;1750.0
F2008090048;Y08_09;Antsahamamy;lowland;0.3;till;Y0;2008-11-26;N;N;0.0;0.0;0.0;0.0;50.0;107.2;719.1;1142.3;2215.4
F2008090049;Y08_09;Antsahamamy;lowland;0.4;till;Y0;2008-12-27;N;N;0.0;0.0;0.0;0.0;92.1;109.9;841.2;1142.3;1216.2
F2008090050;Y08_09;Ambohitsilaozana;lowland;0.3;till;Y0;2008-11-21;N;N;1150.0;14.0;0.0;6.44;123.8;76.3;785.9;1227.0;1360.0
F2008090051;Y08_09;Ambohitsilaozana;lowland;0.2;till;Y0;2008-11-21;N;N;690.0;10.0;0.0;4.6;123.8;76.3;785.9;1227.0;1680.0
F2008090052;Y08_09;Antsahamamy;lowland;0.1;till;Y0;2008-11-27;N;N;750.0;0.0;0.0;0.0;33.3;107.2;719.1;1142.3;2333.3
F2008090053;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-12-29;N;N;460.0;0.0;0.0;0.0;100.4;159.9;841.2;1142.3;1540.0
F2008090054;Y08_09;Antsahamamy;lowland;0.3;till;Y0;2008-11-20;N;N;0.0;0.0;0.0;0.0;34.4;49.9;709.2;1142.3;1680.0
F2008090055;Y08_09;Antsahamamy;lowland;0.4;till;Y0;2008-12-12;N;N;0.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;1050.0
F2008090056;Y08_09;Antsahamamy;lowland;0.1;till;Y0;2008-11-28;N;N;0.0;7.0;0.0;3.22;30.6;106.8;728.2;1142.3;3461.5
F2008090057;Y08_09;Antsahamamy;lowland;0.1;till;Y0;2008-11-28;N;N;0.0;0.0;0.0;0.0;30.6;106.8;728.2;1142.3;2083.3
F2008090058;Y08_09;Antsahamamy;hillside;0.3;till;Y0;2008-12-02;N;N;0.0;0.0;0.0;0.0;31.7;117.3;725.9;1142.3;1666.7
F2008090059;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-12-02;N;N;0.0;0.0;0.0;0.0;31.7;117.3;725.9;1142.3;1304.3
F2008090060;Y08_09;Antsahamamy;lowland;0.5;till;Y0;2008-11-17;N;N;2400.0;0.0;0.0;0.0;44.6;32.7;675.5;1142.3;1502.1
F2008090061;Y08_09;Antsahamamy;lowland;0.3;till;Y0;2008-11-20;N;N;450.0;0.0;0.0;0.0;34.4;49.9;709.2;1142.3;1817.9
F2008090062;Y08_09;Antsahamamy;lowland;1.2;till;Y0;2008-11-24;N;N;4600.0;0.0;0.0;0.0;31.3;107.2;709.6;1142.3;1633.3
F2008090063;Y08_09;Antsahamamy;lowland;1.0;till;Y0;2008-11-30;N;N;0.0;0.0;0.0;0.0;29.7;106.8;717.2;1142.3;1395.0
F2008090064;Y08_09;Antsahamamy;lowland;0.4;till;Y0;2008-12-22;N;N;0.0;0.0;0.0;0.0;92.1;108.5;933.3;1142.3;1173.0
F2008090065;Y08_09;Antsahamamy;lowland;0.6;till;Y0;2008-11-24;N;N;2300.0;0.0;0.0;0.0;31.3;107.2;709.6;1142.3;1651.7
F2008090066;Y08_09;Antsahamamy;lowland;0.6;till;Y0;2008-12-26;N;N;0.0;0.0;0.0;0.0;92.1;109.9;924.2;1142.3;1171.9
F2008090067;Y08_09;Antsahamamy;hillside;0.5;till;Y0;2008-12-27;N;N;1150.0;0.0;0.0;0.0;92.1;109.9;841.2;1142.3;812.0
F2008090068;Y08_09;Antsahamamy;lowland;0.1;till;Y0;2008-12-03;N;N;0.0;0.0;0.0;0.0;31.7;135.5;773.4;1142.3;1540.0
F2008090069;Y08_09;Antsahamamy;lowland;0.1;ca;Y1;2008-12-10;N;Y;0.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;2960.0
F2008090070;Y08_09;Antsahamamy;lowland;0.1;ca;Y1;2008-12-10;N;Y;0.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;2820.0
F2008090071;Y08_09;Antsahamamy;hillside;1.2;till;Y0;2008-11-24;N;N;2300.0;0.0;0.0;0.0;31.3;107.2;709.6;1142.3;1941.2
F2008090072;Y08_09;Antsahamamy;hillside;0.3;till;Y0;2008-11-14;N;N;0.0;0.0;0.0;0.0;43.7;130.6;678.0;1142.3;1750.0
F2008090073;Y08_09;Antsahamamy;lowland;0.3;till;Y0;2008-12-19;N;N;0.0;0.0;0.0;0.0;96.1;3.1;933.3;1142.3;1979.3
F2008090074;Y08_09;Ambohitsilaozana;hillside;0.1;till;Y0;2008-11-24;N;N;0.0;0.0;0.0;0.0;97.7;169.3;758.9;1227.0;1800.0
F2008090075;Y08_09;Ambohitsilaozana;lowland;0.1;till;Y0;2008-11-15;N;N;0.0;0.0;0.0;0.0;202.2;137.2;702.3;1227.0;2000.0
F2008090076;Y08_09;Ambohitsilaozana;lowland;0.1;till;Y0;2008-11-15;N;N;0.0;0.0;0.0;0.0;202.2;137.2;702.3;1227.0;2000.0
F2008090077;Y08_09;Antsahamamy;lowland;0.2;till;Y0;2008-12-17;N;N;0.0;0.0;0.0;0.0;11.5;21.3;933.3;1142.3;2333.3
F2008090078;Y08_09;Ambohitsilaozana;lowland;0.3;till;Y0;2008-12-05;N;N;0.0;0.0;0.0;0.0;35.6;158.9;760.9;1227.0;1733.3
F2008090079;Y08_09;Ambohitsilaozana;lowland;0.5;till;Y0;2008-11-21;N;N;0.0;0.0;0.0;0.0;123.8;76.3;785.9;1227.0;1400.0
F2008090080;Y08_09;Ambohitsilaozana;lowland;0.8;till;Y0;2008-11-19;N;N;0.0;0.0;0.0;0.0;167.7;40.8;745.8;1227.0;2500.0
F2008090081;Y08_09;Ambohitsilaozana;lowland;0.2;till;Y0;2008-11-22;N;N;0.0;0.0;0.0;0.0;123.8;139.7;785.9;1227.0;1666.7
F2008090082;Y08_09;Ambohitsilaozana;lowland;0.1;till;Y0;2008-11-22;N;N;0.0;0.0;0.0;0.0;123.8;139.7;785.9;1227.0;2692.3
F2008090083;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-12-10;N;N;0.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;1000.0
F2008090084;Y08_09;Antsahamamy;hillside;0.0;ca;Y1;2008-11-12;N;N;150.0;0.0;0.0;0.0;41.0;137.2;687.1;1142.3;3000.0
F2008090085;Y08_09;Antsahamamy;lowland;0.2;till;Y0;2008-11-13;N;N;720.0;0.0;0.0;0.0;43.7;130.6;686.5;1142.3;2791.7
F2008090086;Y08_09;Antsahamamy;lowland;0.1;ca;Y2;2008-12-16;N;N;300.0;5.5;0.0;2.53;13.5;32.1;924.1;1142.3;3181.8
F2008090087;Y08_09;Antsahamamy;lowland;0.1;till;Y0;2008-12-10;N;N;0.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;1920.0
F2008090088;Y08_09;Antsahamamy;hillside;0.3;ca;Y1;2008-12-20;N;N;0.0;0.0;0.0;0.0;96.1;3.1;933.3;1142.3;2500.0
F2008090090;Y08_09;Antsahamamy;hillside;0.2;ca;Y2;2008-12-29;N;N;1000.0;0.0;10.0;1.1;100.4;159.9;841.2;1142.3;2727.3
F2008090091;Y08_09;Antsahamamy;hillside;0.4;ca;Y3;2008-12-22;N;N;0.0;0.0;0.0;0.0;92.1;108.5;933.3;1142.3;850.0
F2008090093;Y08_09;Antsahamamy;hillside;0.1;ca;Y3;2008-12-05;N;N;500.0;0.0;0.0;0.0;31.7;107.9;778.4;1142.3;2700.0
F2008090094;Y08_09;Antsahamamy;hillside;0.1;ca;Y3;2008-12-13;N;N;500.0;3.0;3.8;1.798;6.0;41.3;920.6;1142.3;2058.8
F2008090095;Y08_09;Antsahamamy;lowland;0.2;till;Y0;2008-11-30;N;N;750.0;0.0;0.0;0.0;29.7;106.8;717.2;1142.3;2100.0
F2008090096;Y08_09;Antsahamamy;hillside;0.3;till;Y0;2008-12-02;N;N;1000.0;0.0;0.0;0.0;31.7;117.3;725.9;1142.3;2210.0
F2008090097;Y08_09;Antsahamamy;hillside;0.1;till;Y0;2008-11-25;N;N;600.0;0.0;0.0;0.0;50.0;107.2;709.6;1142.3;1923.1
F2008090098;Y08_09;Antsahamamy;lowland;0.1;ca;Y3;2008-11-30;N;N;500.0;0.0;0.0;0.0;29.7;106.8;717.2;1142.3;2250.0
F2008090099;Y08_09;Antsahamamy;lowland;0.2;ca;Y3;2008-12-06;N;N;700.0;0.0;0.0;0.0;20.7;96.8;778.4;1142.3;2562.5
F2008090100;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-11-20;N;N;0.0;0.0;0.0;0.0;34.4;49.9;709.2;1142.3;2340.0
F2008090101;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-12-27;N;N;1000.0;0.0;0.0;0.0;92.1;109.9;841.2;1142.3;1500.0
F2008090103;Y08_09;Antsahamamy;lowland;0.0;ca;Y3;2008-12-13;N;N;200.0;0.0;0.0;0.0;6.0;41.3;920.6;1142.3;3450.0
F2008090104;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-12;N;N;400.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;2540.0
F2008090105;Y08_09;Antsahamamy;lowland;0.4;ca;Y1;2008-11-09;N;N;1500.0;0.0;0.0;0.0;24.3;237.9;589.9;1142.3;2625.0
F2008090106;Y08_09;Antsahamamy;lowland;0.0;ca;Y1;2009-01-02;N;N;80.0;0.0;0.0;0.0;98.1;164.3;842.0;1142.3;2600.0
F2008090107;Y08_09;Antsahamamy;lowland;0.2;ca;Y1;2008-11-03;N;N;1000.0;0.0;0.0;0.0;0.0;245.0;589.9;1142.3;4240.0
F2008090108;Y08_09;Antsahamamy;lowland;0.2;ca;Y1;2008-11-03;N;N;800.0;7.5;0.0;3.45;0.0;245.0;589.9;1142.3;2137.7
F2008090109;Y08_09;Antsahamamy;hillside;0.2;ca;Y1;2008-12-21;N;N;1000.0;7.5;0.0;3.45;96.1;98.2;933.3;1142.3;3187.5
F2008090110;Y08_09;Antsahamamy;hillside;0.8;till;Y0;2008-11-29;N;N;0.0;0.0;0.0;0.0;30.6;106.8;717.2;1142.3;2750.0
F2008090111;Y08_09;Antsahamamy;lowland;0.3;till;Y0;2008-12-19;N;N;1250.0;0.0;0.0;0.0;96.1;3.1;933.3;1142.3;2733.3
F2008090112;Y08_09;Antsahamamy;hillside;0.2;ca;Y2;2008-12-10;N;N;0.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;2333.3
F2008090113;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-11-27;N;Y;500.0;0.0;0.0;0.0;33.3;107.2;719.1;1142.3;2500.0
F2008090114;Y08_09;Antsahamamy;hillside;0.4;ca;Y1;2008-12-15;N;N;1500.0;0.0;0.0;0.0;10.0;41.3;921.2;1142.3;2462.1
F2008090115;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-12-23;N;N;1000.0;0.0;0.0;0.0;92.1;106.8;929.3;1142.3;2850.0
F2008090116;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-11-28;N;N;1000.0;0.0;0.0;0.0;30.6;106.8;728.2;1142.3;2450.0
F2008090117;Y08_09;Antsahamamy;lowland;0.1;till;Y0;2008-11-27;N;N;350.0;0.0;0.0;0.0;33.3;107.2;719.1;1142.3;1900.0
F2008090118;Y08_09;Antsahamamy;lowland;0.1;till;Y0;2008-11-27;N;N;500.0;0.0;0.0;0.0;33.3;107.2;719.1;1142.3;2000.0
F2008090119;Y08_09;Antsahamamy;lowland;0.1;till;Y0;2008-11-27;N;N;400.0;0.0;0.0;0.0;33.3;107.2;719.1;1142.3;1800.0
F2008090120;Y08_09;Antsahamamy;lowland;0.3;ca;Y2;2008-12-10;N;N;400.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;3440.0
F2008090121;Y08_09;Antsahamamy;lowland;0.2;ca;Y2;2008-12-15;N;N;300.0;0.0;0.0;0.0;10.0;41.3;921.2;1142.3;2625.0
F2008090122;Y08_09;Antsahamamy;lowland;0.2;ca;Y2;2008-11-13;N;N;1200.0;0.0;11.5;1.265;43.7;130.6;686.5;1142.3;2826.1
F2008090123;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-12-02;N;N;400.0;8.0;0.0;3.68;31.7;117.3;725.9;1142.3;1419.4
F2008090124;Y08_09;Antsahamamy;hillside;0.7;till;Y0;2008-12-10;N;N;2000.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;2395.8
F2008090125;Y08_09;Antsahamamy;hillside;0.3;till;Y0;2008-12-06;N;N;1000.0;31.0;0.0;14.26;20.7;96.8;778.4;1142.3;1866.7
F2008090126;Y08_09;Antsahamamy;hillside;0.2;ca;Y1;2008-12-09;N;N;400.0;0.0;0.0;0.0;24.7;41.3;910.6;1142.3;2574.9
F2008090127;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-15;N;N;400.0;0.0;0.0;0.0;10.0;41.3;921.2;1142.3;2321.4
F2008090128;Y08_09;Antsahamamy;hillside;0.3;ca;Y1;2008-12-20;N;N;900.0;0.0;0.0;0.0;96.1;3.1;933.3;1142.3;2200.0
F2008090129;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-12;N;N;500.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;2400.0
F2008090130;Y08_09;Antsahamamy;hillside;0.2;ca;Y1;2008-11-27;N;N;500.0;0.0;0.0;0.0;33.3;107.2;719.1;1142.3;2277.8
F2008090131;Y08_09;Antsahamamy;hillside;0.2;ca;Y1;2008-11-18;N;N;360.0;0.0;0.0;0.0;44.6;25.6;704.0;1142.3;3400.0
F2008090132;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-11-30;N;N;200.0;0.0;0.0;0.0;29.7;106.8;717.2;1142.3;3250.0
F2008090133;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-12-24;N;N;960.0;0.0;0.0;0.0;92.1;109.9;925.8;1142.3;2000.0
F2008090134;Y08_09;Antsahamamy;hillside;0.2;ca;Y1;2008-12-13;N;N;450.0;0.0;0.0;0.0;6.0;41.3;920.6;1142.3;2000.0
F2008090135;Y08_09;Antsahamamy;lowland;0.2;ca;Y1;2008-12-28;N;Y;450.0;7.5;22.5;5.925;100.4;138.4;841.2;1142.3;2692.3
F2008090136;Y08_09;Antsahamamy;hillside;0.2;ca;Y1;2008-12-23;N;Y;500.0;0.0;0.0;0.0;92.1;106.8;929.3;1142.3;3800.0
F2008090137;Y08_09;Antsahamamy;hillside;0.1;ca;Y2;2008-12-28;N;Y;320.0;0.0;0.0;0.0;100.4;138.4;841.2;1142.3;2875.0
F2008090138;Y08_09;Antsahamamy;hillside;0.2;ca;Y1;2008-12-20;N;N;500.0;0.0;0.0;0.0;96.1;3.1;933.3;1142.3;3400.0
F2008090139;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-11;N;N;330.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;3000.0
F2008090140;Y08_09;Antsahamamy;hillside;0.4;till;Y0;2008-12-18;N;N;1080.0;0.0;0.0;0.0;13.1;3.1;933.3;1142.3;2000.0
F2008090142;Y08_09;Antsahamamy;lowland;0.2;ca;Y2;2008-11-12;N;N;500.0;10.0;20.0;6.8;41.0;137.2;687.1;1142.3;3615.0
F2008090143;Y08_09;Antsahamamy;lowland;0.1;ca;Y1;2008-11-08;N;Y;300.0;5.0;10.0;3.4;24.3;237.9;589.9;1142.3;2500.0
F2008090144;Y08_09;Antsahamamy;hillside;0.1;till;Y0;2008-11-10;N;Y;320.0;5.0;10.0;3.4;24.3;216.4;589.9;1142.3;2500.0
F2008090145;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-11-10;N;Y;150.0;0.0;7.5;0.825;24.3;216.4;589.9;1142.3;3000.0
F2008090146;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-10-30;N;N;500.0;0.0;19.0;2.09;87.2;138.8;589.9;1142.3;2789.5
F2008090148;Y08_09;Antsahamamy;hillside;0.0;ca;Y1;2008-11-27;N;Y;200.0;0.0;0.0;0.0;33.3;107.2;719.1;1142.3;3500.0
F2008090149;Y08_09;Antsahamamy;hillside;0.3;till;Y0;2008-12-26;N;N;800.0;0.0;0.0;0.0;92.1;109.9;924.2;1142.3;2600.0
F2008090150;Y08_09;Antsahamamy;hillside;0.5;till;Y0;2008-12-15;N;N;1600.0;0.0;0.0;0.0;10.0;41.3;921.2;1142.3;2037.0
F2008090151;Y08_09;Antsahamamy;hillside;0.3;ca;Y1;2008-12-22;N;N;650.0;0.0;0.0;0.0;92.1;108.5;933.3;1142.3;2275.4
F2008090152;Y08_09;Antsahamamy;lowland;0.3;till;Y0;2008-12-19;N;N;850.0;14.0;0.0;6.44;96.1;3.1;933.3;1142.3;2750.0
F2008090154;Y08_09;Antsahamamy;hillside;0.1;till;Y0;2008-12-19;N;N;300.0;0.0;8.0;0.88;96.1;3.1;933.3;1142.3;2600.0
F2008090155;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-25;N;N;160.0;0.0;0.0;0.0;92.1;109.9;925.8;1142.3;2000.0
F2008090156;Y08_09;Antsahamamy;hillside;0.4;till;Y0;2008-12-20;N;N;1500.0;0.0;0.0;0.0;96.1;3.1;933.3;1142.3;2097.6
F2008090158;Y08_09;Antsahamamy;hillside;0.6;ca;Y1;2008-12-04;N;N;2100.0;0.0;0.0;0.0;31.7;125.2;773.4;1142.3;2465.5
F2008090159;Y08_09;Antsahamamy;hillside;0.2;ca;Y1;2008-12-04;N;N;570.0;0.0;0.0;0.0;31.7;125.2;773.4;1142.3;2473.7
F2008090162;Y08_09;Antsahamamy;hillside;0.5;ca;Y1;2008-12-13;N;N;1352.0;0.0;0.0;0.0;6.0;41.3;920.6;1142.3;2192.3
F2008090163;Y08_09;Antsahamamy;hillside;0.2;ca;Y1;2008-12-12;N;N;720.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;2208.3
F2008090164;Y08_09;Antsahamamy;hillside;0.2;ca;Y2;2008-12-16;N;N;600.0;0.0;0.0;0.0;13.5;32.1;924.1;1142.3;2058.5
F2008090165;Y08_09;Antsahamamy;hillside;0.3;till;Y0;2008-12-14;N;N;800.0;0.0;0.0;0.0;6.0;41.3;925.2;1142.3;1187.5
F2008090166;Y08_09;Antsahamamy;hillside;0.3;ca;Y1;2008-12-26;N;N;950.0;0.0;0.0;0.0;92.1;109.9;924.2;1142.3;1393.9
F2008090167;Y08_09;Antsahamamy;hillside;0.1;ca;Y2;2008-12-24;N;N;450.0;0.0;0.0;0.0;92.1;109.9;925.8;1142.3;2018.8
F2008090168;Y08_09;Antsahamamy;hillside;0.1;ca;Y2;2008-12-02;N;N;312.0;0.0;0.0;0.0;31.7;117.3;725.9;1142.3;2500.0
F2008090169;Y08_09;Antsahamamy;hillside;0.2;ca;Y1;2008-12-03;N;N;575.0;0.0;0.0;0.0;31.7;135.5;773.4;1142.3;2500.0
F2008090170;Y08_09;Antsahamamy;hillside;0.2;ca;Y3;2008-12-10;N;N;450.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;3274.2
F2008090172;Y08_09;Antsahamamy;hillside;0.1;till;Y0;2008-11-28;N;N;200.0;0.0;0.0;0.0;30.6;106.8;728.2;1142.3;1500.0
F2008090173;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-11-19;N;N;450.0;0.0;0.0;0.0;36.4;35.9;725.5;1142.3;1762.8
F2008090174;Y08_09;Antsahamamy;hillside;0.3;till;Y0;2008-12-05;N;N;750.0;0.0;0.0;0.0;31.7;107.9;778.4;1142.3;1520.0
F2008090175;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-11-27;N;N;500.0;0.0;0.0;0.0;33.3;107.2;719.1;1142.3;1839.1
F2008090176;Y08_09;Antsahamamy;hillside;0.3;till;Y0;2008-11-29;N;N;1100.0;0.0;0.0;0.0;30.6;106.8;717.2;1142.3;1623.2
F2008090177;Y08_09;Antsahamamy;hillside;0.4;till;Y0;2008-11-30;N;N;1200.0;0.0;0.0;0.0;29.7;106.8;717.2;1142.3;1750.7
F2008090178;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-11-28;N;N;600.0;0.0;0.0;0.0;30.6;106.8;728.2;1142.3;1891.9
F2008090179;Y08_09;Antsahamamy;hillside;1.0;till;Y0;2008-12-04;N;N;3200.0;50.0;0.0;23.0;31.7;125.2;773.4;1142.3;2000.0
F2008090180;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-12-06;N;N;400.0;0.0;0.0;0.0;20.7;96.8;778.4;1142.3;1800.0
F2008090181;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-12-08;N;N;500.0;10.0;0.0;4.6;24.7;55.8;910.6;1142.3;1729.7
F2008090182;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-12-28;N;N;450.0;7.5;0.0;3.45;100.4;138.4;841.2;1142.3;1900.0
F2008090184;Y08_09;Antsahamamy;hillside;0.1;ca;Y3;2008-12-02;N;N;160.0;0.0;0.0;0.0;31.7;117.3;725.9;1142.3;2389.6
F2008090185;Y08_09;Antsahamamy;hillside;0.1;ca;Y3;2008-12-01;N;N;272.0;0.0;0.0;0.0;29.7;106.5;719.4;1142.3;2399.3
F2008090186;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-05;N;N;125.0;0.0;0.0;0.0;31.7;107.9;778.4;1142.3;2360.0
F2008090187;Y08_09;Antsahamamy;hillside;0.1;till;Y0;2008-12-04;N;N;300.0;0.0;0.0;0.0;31.7;125.2;773.4;1142.3;2300.0
F2008090189;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-11-25;N;N;225.0;0.0;0.0;0.0;50.0;107.2;709.6;1142.3;2600.0
F2008090191;Y08_09;Antsahamamy;hillside;0.0;till;Y0;2008-12-28;N;N;135.0;0.0;0.0;0.0;100.4;138.4;841.2;1142.3;1777.8
F2008090193;Y08_09;Antsahamamy;hillside;0.1;till;Y0;2008-12-02;N;N;185.0;0.0;0.0;0.0;31.7;117.3;725.9;1142.3;2166.7
F2008090194;Y08_09;Antsahamamy;lowland;0.3;till;Y0;2008-12-02;N;N;850.0;0.0;0.0;0.0;31.7;117.3;725.9;1142.3;2603.4
F2008090195;Y08_09;Antsahamamy;hillside;0.1;ca;Y3;2008-12-10;N;N;390.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;2500.0
F2008090196;Y08_09;Antsahamamy;hillside;0.1;ca;Y2;2008-12-20;N;N;420.0;5.5;0.0;2.53;96.1;3.1;933.3;1142.3;2750.0
F2008090197;Y08_09;Antsahamamy;hillside;0.1;till;Y0;2008-12-08;N;N;350.0;0.0;0.0;0.0;24.7;55.8;910.6;1142.3;2181.8
F2008090198;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-11-26;N;N;150.0;0.0;0.0;0.0;50.0;107.2;719.1;1142.3;2750.0
F2008090199;Y08_09;Antsahamamy;hillside;0.1;ca;Y4+;2008-12-22;N;N;300.0;0.0;0.0;0.0;92.1;108.5;933.3;1142.3;3546.1
F2008090200;Y08_09;Antsahamamy;hillside;0.0;ca;Y1;2008-12-22;N;N;150.0;0.0;0.0;0.0;92.1;108.5;933.3;1142.3;2750.0
F2008090201;Y08_09;Antsahamamy;hillside;0.3;ca;Y3;2008-12-20;N;N;1000.0;0.0;0.0;0.0;96.1;3.1;933.3;1142.3;2932.6
F2008090202;Y08_09;Antsahamamy;lowland;0.1;ca;Y1;2008-12-12;N;N;250.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;4750.0
F2008090203;Y08_09;Antsahamamy;lowland;0.1;ca;Y1;2008-12-15;N;N;300.0;0.0;0.0;0.0;10.0;41.3;921.2;1142.3;4750.0
F2008090204;Y08_09;Antsahamamy;hillside;0.3;ca;Y4+;2008-12-03;N;N;625.0;0.0;0.0;0.0;31.7;135.5;773.4;1142.3;3000.0
